ENTIDAD,SECTOR,TAMAÑO,AÑO,SOBREVIVIENTES,MUERTOS,NACIMIENTOS
BAJA CALIFORNIA,COMERCIO,TP01(0-2 Personas ocupadas),2021,0.185328316730510,0.814671683269489,0.208778939945940
BAJA CALIFORNIA,COMERCIO,TP01(0-2 Personas ocupadas),2022,0.554009360739038,0.445990639260961,0.320716320716321
BAJA CALIFORNIA,COMERCIO,TP01(0-2 Personas ocupadas),2023,0.748870257062613,0.251129742937386,0.263269534333070
BAJA CALIFORNIA,COMERCIO,TP02(3-5 Personas ocupadas),2020,0.453883134534377,0.546116865465622,0.168662045788700
BAJA CALIFORNIA,COMERCIO,TP02(3-5 Personas ocupadas),2021,0.407221041145311,0.592778958854688,0.138633495583198
BAJA CALIFORNIA,COMERCIO,TP02(3-5 Personas ocupadas),2022,0.677468630180134,0.322531369819865,0.153823222536891
BAJA CALIFORNIA,COMERCIO,TP02(3-5 Personas ocupadas),2023,0.701543268491036,0.298456731508963,0.187520000000000
BAJA CALIFORNIA,COMERCIO,TP03(6-10 Personas ocupadas),2020,0.575785843917352,0.424214156082648,0.104932735426009
BAJA CALIFORNIA,COMERCIO,TP03(6-10 Personas ocupadas),2021,0.797862921266315,0.202137078733684,0.105442176870748
BAJA CALIFORNIA,COMERCIO,TP03(6-10 Personas ocupadas),2022,0.650808586825945,0.349191413174054,0.084223013048636
BAJA CALIFORNIA,COMERCIO,TP03(6-10 Personas ocupadas),2023,0.684219928915171,0.315780071084828,0.108021877848678
BAJA CALIFORNIA,COMERCIO,TP04(11 y más Personas ocupadas),2020,0.777672023694810,0.222327976305189,0.074576271186441
BAJA CALIFORNIA,COMERCIO,TP04(11 y más Personas ocupadas),2021,0.733194527137220,0.266805472862780,0.072727272727273
BAJA CALIFORNIA,COMERCIO,TP04(11 y más Personas ocupadas),2022,0.866983698472238,0.133016301527761,0.050000000000000
BAJA CALIFORNIA,COMERCIO,TP04(11 y más Personas ocupadas),2023,0.990094986131875,0.009905013868125,0.067175572519084
BAJA CALIFORNIA,COMERCIO,CONCENTRADOS,2020,0.470713537206531,0.529286462793469,0.231566594954039
BAJA CALIFORNIA,COMERCIO,CONCENTRADOS,2021,0.426189837413318,0.573810162586682,0.181054057283990
BAJA CALIFORNIA,COMERCIO,CONCENTRADOS,2022,0.685085623443672,0.314914376556328,0.250166951101877
BAJA CALIFORNIA,COMERCIO,CONCENTRADOS,2023,0.701678770217727,0.298321229782273,0.221220506411973
BAJA CALIFORNIA,MANUFACTURAS,TP01(0-2 Personas ocupadas),2020,0.615582288705973,0.384417711294026,0.258520365752286
BAJA CALIFORNIA,MANUFACTURAS,TP01(0-2 Personas ocupadas),2021,0.103819643136304,0.896180356863695,0.201827875095202
BAJA CALIFORNIA,MANUFACTURAS,TP01(0-2 Personas ocupadas),2022,0.383764859712583,0.616235140287416,0.332832456799399
BAJA CALIFORNIA,MANUFACTURAS,TP01(0-2 Personas ocupadas),2023,0.868378953258383,0.131621046741616,0.247146401985112
BAJA CALIFORNIA,MANUFACTURAS,TP02(3-5 Personas ocupadas),2020,0.231627578265307,0.768372421734692,0.143295803480041
BAJA CALIFORNIA,MANUFACTURAS,TP02(3-5 Personas ocupadas),2021,0.177198622429833,0.822801377570166,0.136546184738956
BAJA CALIFORNIA,MANUFACTURAS,TP02(3-5 Personas ocupadas),2022,0.497725143499686,0.502274856500313,0.167790893760540
BAJA CALIFORNIA,MANUFACTURAS,TP02(3-5 Personas ocupadas),2023,0.613264135624831,0.386735864375168,0.170731707317073
BAJA CALIFORNIA,MANUFACTURAS,TP03(6 y más Personas ocupadas),2020,0.423428649460844,0.576571350539155,0.111392405063291
BAJA CALIFORNIA,MANUFACTURAS,TP03(6 y más Personas ocupadas),2021,0.235749069718045,0.764250930281954,0.102702702702703
BAJA CALIFORNIA,MANUFACTURAS,TP03(6 y más Personas ocupadas),2022,0.642439439051963,0.357560560948036,0.118997912317328
BAJA CALIFORNIA,MANUFACTURAS,TP03(6 y más Personas ocupadas),2023,0.852931772334346,0.147068227665653,0.117486338797814
BAJA CALIFORNIA,MANUFACTURAS,CONCENTRADOS,2020,0.537871007377370,0.462128992622630,0.173989455184534
BAJA CALIFORNIA,MANUFACTURAS,CONCENTRADOS,2021,0.466821281272870,0.533178718727130,0.133364639586757
BAJA CALIFORNIA,MANUFACTURAS,CONCENTRADOS,2022,0.789830958058131,0.210169041941869,0.183140993477170
BAJA CALIFORNIA,MANUFACTURAS,CONCENTRADOS,2023,0.864217003635892,0.135782996364108,0.169427439683111
BAJA CALIFORNIA,OTROS SECTORES,TP01(0-2 Personas ocupadas),2020,0.559701482591419,0.440298517408581,0.221564969810024
BAJA CALIFORNIA,OTROS SECTORES,TP01(0-2 Personas ocupadas),2021,0.470194560207713,0.529805439792286,0.174285228367883
BAJA CALIFORNIA,OTROS SECTORES,TP01(0-2 Personas ocupadas),2022,0.738936848750513,0.261063151249487,0.232771455463335
BAJA CALIFORNIA,OTROS SECTORES,TP01(0-2 Personas ocupadas),2023,0.749242290952817,0.250757709047183,0.202880200539718
BAJA CALIFORNIA,OTROS SECTORES,TP02(3-5 Personas ocupadas),2020,0.559701482591419,0.440298517408581,0.221564969810024
BAJA CALIFORNIA,OTROS SECTORES,TP02(3-5 Personas ocupadas),2021,0.470194560207713,0.529805439792286,0.174285228367883
BAJA CALIFORNIA,OTROS SECTORES,TP02(3-5 Personas ocupadas),2022,0.738936848750513,0.261063151249487,0.232771455463335
BAJA CALIFORNIA,OTROS SECTORES,TP02(3-5 Personas ocupadas),2023,0.749242290952817,0.250757709047183,0.202880200539718
BAJA CALIFORNIA,OTROS SECTORES,TP03(6-10 Personas ocupadas),2020,0.559701482591419,0.440298517408581,0.221564969810024
BAJA CALIFORNIA,OTROS SECTORES,TP03(6-10 Personas ocupadas),2021,0.470194560207713,0.529805439792286,0.174285228367883
BAJA CALIFORNIA,OTROS SECTORES,TP03(6-10 Personas ocupadas),2022,0.738936848750513,0.261063151249487,0.232771455463335
BAJA CALIFORNIA,OTROS SECTORES,TP03(6-10 Personas ocupadas),2023,0.749242290952817,0.250757709047183,0.202880200539718
BAJA CALIFORNIA,OTROS SECTORES,TP04(11 y más Personas ocupadas),2020,0.559701482591419,0.440298517408581,0.221564969810024
BAJA CALIFORNIA,OTROS SECTORES,TP04(11 y más Personas ocupadas),2021,0.470194560207713,0.529805439792286,0.174285228367883
BAJA CALIFORNIA,OTROS SECTORES,TP04(11 y más Personas ocupadas),2022,0.738936848750513,0.261063151249487,0.232771455463335
BAJA CALIFORNIA,OTROS SECTORES,TP04(11 y más Personas ocupadas),2023,0.749242290952817,0.250757709047183,0.202880200539718
BAJA CALIFORNIA,OTROS SECTORES,CONCENTRADOS,2020,0.559701482591419,0.440298517408581,0.221564969810024
BAJA CALIFORNIA,OTROS SECTORES,CONCENTRADOS,2021,0.470194560207713,0.529805439792286,0.174285228367883
BAJA CALIFORNIA,OTROS SECTORES,CONCENTRADOS,2022,0.738936848750513,0.261063151249487,0.232771455463335
BAJA CALIFORNIA,OTROS SECTORES,CONCENTRADOS,2023,0.749242290952817,0.250757709047183,0.202880200539718
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,CONCENTRADOS,2020,0.549700921544851,0.450299078455149,0.221702127659574
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,CONCENTRADOS,2021,0.355988379294271,0.644011620705729,0.179716189871696
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,CONCENTRADOS,2022,0.723404433718734,0.276595566281266,0.256019830028329
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,CONCENTRADOS,2023,0.719848433325507,0.280151566674493,0.208746806108503
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP01(0-2 Personas ocupadas),2020,0.155629388014097,0.844370611985902,0.260330184177880
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP01(0-2 Personas ocupadas),2021,0.063806933779499,0.936193066220500,0.209921132158915
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP01(0-2 Personas ocupadas),2022,0.292063188395505,0.707936811604494,0.335169811320755
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP01(0-2 Personas ocupadas),2023,0.591951864915345,0.408048135084654,0.249257833974711
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP04(11 y más Personas ocupadas),2020,0.639702350651232,0.360297649348767,0.145530145530146
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP04(11 y más Personas ocupadas),2021,0.550661497738354,0.449338502261645,0.108726752503577
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP04(11 y más Personas ocupadas),2022,0.707753404519055,0.292246595480944,0.094193548387097
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP04(11 y más Personas ocupadas),2023,0.578490039168356,0.421509960831643,0.110315186246418
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP02(3-5 Personas ocupadas),2020,0.345021483664464,0.654978516335535,0.167002012072435
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP02(3-5 Personas ocupadas),2021,0.274883697854225,0.725116302145774,0.140555850593025
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP02(3-5 Personas ocupadas),2022,0.576369737513336,0.423630262486663,0.166529266281946
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP02(3-5 Personas ocupadas),2023,0.745776565924540,0.254223434075459,0.188188494492044
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP03(6-10 Personas ocupadas),2020,0.755927265460752,0.244072734539247,0.132943143812709
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP03(6-10 Personas ocupadas),2021,0.345421224359947,0.654578775640052,0.125074805505685
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP03(6-10 Personas ocupadas),2022,0.845613658547004,0.154386341452996,0.122030237580994
BAJA CALIFORNIA,SERVICIOS PRIVADOS NO FINANCIEROS,TP03(6-10 Personas ocupadas),2023,0.778976391482392,0.221023608517607,0.132280049566295
BAJA CALIFORNIA,TODOS LOS SECTORES,TP01(0-2 Personas ocupadas),2020,0.433739926631016,0.566260073368983,0.264832563734430
BAJA CALIFORNIA,TODOS LOS SECTORES,TP01(0-2 Personas ocupadas),2021,0.274195489158494,0.725804510841505,0.207408777120316
BAJA CALIFORNIA,TODOS LOS SECTORES,TP01(0-2 Personas ocupadas),2022,0.661851029323301,0.338148970676698,0.314513490198412
BAJA CALIFORNIA,TODOS LOS SECTORES,TP01(0-2 Personas ocupadas),2023,0.761019266840660,0.238980733159339,0.251283758082921
BAJA CALIFORNIA,TODOS LOS SECTORES,TP09(101 y más Personas ocupadas),2020,0.829880696189384,0.170119303810615,0.058823529411765
BAJA CALIFORNIA,TODOS LOS SECTORES,TP09(101 y más Personas ocupadas),2021,0.906861267527890,0.093138732472110,0.043613707165109
BAJA CALIFORNIA,TODOS LOS SECTORES,TP09(101 y más Personas ocupadas),2022,0.809951865733763,0.190048134266236,0.015544041450777
BAJA CALIFORNIA,TODOS LOS SECTORES,TP09(101 y más Personas ocupadas),2023,0.549219856921338,0.450780143078661,0.035230352303523
BAJA CALIFORNIA,TODOS LOS SECTORES,TP04(11-15 Personas ocupadas),2020,0.705293982602820,0.294706017397179,0.116510215350635
BAJA CALIFORNIA,TODOS LOS SECTORES,TP04(11-15 Personas ocupadas),2021,0.745713937819221,0.254286062180779,0.083480098626277
BAJA CALIFORNIA,TODOS LOS SECTORES,TP04(11-15 Personas ocupadas),2022,0.814354488113009,0.185645511886990,0.052274440814275
BAJA CALIFORNIA,TODOS LOS SECTORES,TP04(11-15 Personas ocupadas),2023,0.499699238622793,0.500300761377206,0.069181232750690
BAJA CALIFORNIA,TODOS LOS SECTORES,TP05(16-20 Personas ocupadas),2020,0.705293982602820,0.294706017397179,0.116510215350635
BAJA CALIFORNIA,TODOS LOS SECTORES,TP05(16-20 Personas ocupadas),2021,0.745713937819221,0.254286062180779,0.083480098626277
BAJA CALIFORNIA,TODOS LOS SECTORES,TP05(16-20 Personas ocupadas),2022,0.814354488113009,0.185645511886990,0.052274440814275
BAJA CALIFORNIA,TODOS LOS SECTORES,TP05(16-20 Personas ocupadas),2023,0.499699238622793,0.500300761377206,0.069181232750690
BAJA CALIFORNIA,TODOS LOS SECTORES,TP06(21-30 Personas ocupadas),2020,0.705293982602820,0.294706017397179,0.116510215350635
BAJA CALIFORNIA,TODOS LOS SECTORES,TP06(21-30 Personas ocupadas),2021,0.745713937819221,0.254286062180779,0.083480098626277
BAJA CALIFORNIA,TODOS LOS SECTORES,TP06(21-30 Personas ocupadas),2022,0.814354488113009,0.185645511886990,0.052274440814275
BAJA CALIFORNIA,TODOS LOS SECTORES,TP06(21-30 Personas ocupadas),2023,0.499699238622793,0.500300761377206,0.069181232750690
BAJA CALIFORNIA,TODOS LOS SECTORES,TP07(31-50 Personas ocupadas),2020,0.705293982602820,0.294706017397179,0.116510215350635
BAJA CALIFORNIA,TODOS LOS SECTORES,TP07(31-50 Personas ocupadas),2021,0.745713937819221,0.254286062180779,0.083480098626277
BAJA CALIFORNIA,TODOS LOS SECTORES,TP07(31-50 Personas ocupadas),2022,0.814354488113009,0.185645511886990,0.052274440814275
BAJA CALIFORNIA,TODOS LOS SECTORES,TP07(31-50 Personas ocupadas),2023,0.499699238622793,0.500300761377206,0.069181232750690
BAJA CALIFORNIA,TODOS LOS SECTORES,TP02(3-5 Personas ocupadas),2020,0.591925132239681,0.408074867760318,0.165477161500816
BAJA CALIFORNIA,TODOS LOS SECTORES,TP02(3-5 Personas ocupadas),2021,0.528151401705174,0.471848598294825,0.138718794159209
BAJA CALIFORNIA,TODOS LOS SECTORES,TP02(3-5 Personas ocupadas),2022,0.698898729481640,0.301101270518359,0.155905299973097
BAJA CALIFORNIA,TODOS LOS SECTORES,TP02(3-5 Personas ocupadas),2023,0.720424536814938,0.279575463185061,0.182539324829855
BAJA CALIFORNIA,TODOS LOS SECTORES,TP08(51-100 Personas ocupadas),2020,0.849548186612889,0.150451813387110,0.093103448275862
BAJA CALIFORNIA,TODOS LOS SECTORES,TP08(51-100 Personas ocupadas),2021,0.522315789867577,0.477684210132422,0.066193853427896
BAJA CALIFORNIA,TODOS LOS SECTORES,TP08(51-100 Personas ocupadas),2022,0.918600127403289,0.081399872596711,0.032196969696970
BAJA CALIFORNIA,TODOS LOS SECTORES,TP08(51-100 Personas ocupadas),2023,0.706027050585248,0.293972949414751,0.045871559633028
BAJA CALIFORNIA,TODOS LOS SECTORES,TP03(6-10 Personas ocupadas),2020,0.746789567163696,0.253210432836303,0.116925297726453
BAJA CALIFORNIA,TODOS LOS SECTORES,TP03(6-10 Personas ocupadas),2021,0.781692473820649,0.218307526179350,0.113444302176697
BAJA CALIFORNIA,TODOS LOS SECTORES,TP03(6-10 Personas ocupadas),2022,0.888857857443306,0.111142142556693,0.100041771094403
BAJA CALIFORNIA,TODOS LOS SECTORES,TP03(6-10 Personas ocupadas),2023,0.654414200872646,0.345585799127353,0.114217810708794
BAJA CALIFORNIA,TODOS LOS SECTORES,CONCENTRADOS,2020,0.559701482591419,0.440298517408581,0.221564969810024
BAJA CALIFORNIA,TODOS LOS SECTORES,CONCENTRADOS,2021,0.470194560207713,0.529805439792286,0.174285228367883
BAJA CALIFORNIA,TODOS LOS SECTORES,CONCENTRADOS,2022,0.738936848750513,0.261063151249487,0.232771455463335
BAJA CALIFORNIA,TODOS LOS SECTORES,CONCENTRADOS,2023,0.749242290952817,0.250757709047183,0.202880200539718
BAJA CALIFORNIA SUR,COMERCIO,TP01(0-2 Personas ocupadas),2020,0.375697811552376,0.624302188447623,0.307029004442122
BAJA CALIFORNIA SUR,COMERCIO,TP01(0-2 Personas ocupadas),2021,0.358717522576854,0.641282477423145,0.224692423915390
BAJA CALIFORNIA SUR,COMERCIO,TP01(0-2 Personas ocupadas),2022,0.609219152601522,0.390780847398477,0.290232185748599
BAJA CALIFORNIA SUR,COMERCIO,TP01(0-2 Personas ocupadas),2023,0.671579526892543,0.328420473107456,0.275979252369880
BAJA CALIFORNIA SUR,COMERCIO,TP02(3-5 Personas ocupadas),2020,0.559833370150116,0.440166629849883,0.175120772946860
BAJA CALIFORNIA SUR,COMERCIO,TP02(3-5 Personas ocupadas),2021,0.603369375155693,0.396630624844306,0.140845070422535
BAJA CALIFORNIA SUR,COMERCIO,TP02(3-5 Personas ocupadas),2022,0.604967750025917,0.395032249974082,0.134207240948814
BAJA CALIFORNIA SUR,COMERCIO,TP02(3-5 Personas ocupadas),2023,0.595638007800545,0.404361992199454,0.184817170111288
BAJA CALIFORNIA SUR,COMERCIO,TP03(6 y más Personas ocupadas),2020,0.590171163892714,0.409828836107285,0.086956521739130
BAJA CALIFORNIA SUR,COMERCIO,TP03(6 y más Personas ocupadas),2021,0.856170029726889,0.143829970273110,0.051020408163265
BAJA CALIFORNIA SUR,COMERCIO,TP03(6 y más Personas ocupadas),2022,0.658321852827205,0.341678147172794,0.082568807339450
BAJA CALIFORNIA SUR,COMERCIO,TP03(6 y más Personas ocupadas),2023,0.721474331503241,0.278525668496758,0.077697841726619
BAJA CALIFORNIA SUR,COMERCIO,CONCENTRADOS,2020,0.603010366071431,0.396989633928569,0.268937875751503
BAJA CALIFORNIA SUR,COMERCIO,CONCENTRADOS,2021,0.497568554133841,0.502431445866159,0.195713835486921
BAJA CALIFORNIA SUR,COMERCIO,CONCENTRADOS,2022,0.666950071604778,0.333049928395222,0.232822875728418
BAJA CALIFORNIA SUR,COMERCIO,CONCENTRADOS,2023,0.628020832944204,0.371979167055796,0.225417339795369
